eruham@gmail.com,eruham@gmail.com,"נוף מדבר- צימרים בירוחם",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
nattishlomi@gmail.com,nattishlomi@gmail.com,"מדרשת ""ביחד""",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
wolff.yerucham@gmail.com,wolff.yerucham@gmail.com,אירוחם,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
,,"בית צעירים בירוחם וצימר חצב",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
,,"צימרים בירוחם",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
,,"בין מכתש לאגם",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%99%d7%a8%d7%95%d7%97%d7%9d/
desert.view.studio@gmail.com,desert.view.studio@gmail.com,"סטודיו נוף מדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
villaadama@gmail.com,villaadama@gmail.com,"וילה אדמה",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
zimmerester@gmail.com,zimmerester@gmail.com,"אצלנו במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
hadaryu@gmail.com,hadaryu@gmail.com,"הדר במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
meidan59@gmail.com,meidan59@gmail.com,"""גוון רומי"" במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
ebaguy10@gmail.com,ebaguy10@gmail.com,"אירוח בגיא",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
helainewroll@gmail.com,helainewroll@gmail.com,"תכלת במדבר- הצימר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
margou@015.net.il,margou@015.net.il," הצימרים של מרגו",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
dana34@bezeqint.net,dana34@bezeqint.net,"זמן מדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
oliviafreddy@gmail.com,oliviafreddy@gmail.com,למדבר,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
makombatzel1@gmaill.com,makombatzel1@gmaill.com," מקום בצל",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
johnjkrivine@yahoo.com,johnjkrivine@yahoo.com,"צימר קריבין",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%93%d7%a8%d7%a9%d7%aa-%d7%91%d7%9f-%d7%92%d7%95%d7%a8%d7%99%d7%95%d7%9f/
pezarker1@012.net.il,pezarker1@012.net.il,"אורנג' ספוט",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
Don@gmail.co.il,Don@gmail.co.il,"ארבע צימרים",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
hchen@netvision.net.il,hchen@netvision.net.il," בית במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
guidmi@kravi.net,guidmi@kravi.net,"בוסתן במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
alengt1@walla.com,alengt1@walla.com,"האופק המנחה",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
itayw@gmail.com,itayw@gmail.com," הוילה של אלן ואיילת",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
gagmidbar@gmail.co,gagmidbar@gmail.co," וילה 900 מטר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
alpaca4@gmail.com,alpaca4@gmail.com,"טרמינל צימר בשיכון",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
,," הנקודה הירוקה",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
,,"סוכה במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
,,"על גג המדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
,,"צימר עין מור",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%9e%d7%a6%d7%a4%d7%94-%d7%a8%d7%9e%d7%95%d7%9f/
